trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 1.0}",20,2,-38.59326953333634,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 0}",1
2,False,"{'a': 0.8, 'e': 0.9851119396030626}",25,0,-147.99372559845858,"{0: 13, 1: 4, 2: 4, 3: 3, 4: 1}",0
3,False,"{'a': 0.8, 'e': 0.9704455335485082}",25,7,-64.77520842238356,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
4,False,"{'a': 0.8, 'e': 0.9559974818331}",20,4,-90.45302557316532,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
5,False,"{'a': 0.8, 'e': 0.9417645335842487}",20,0,-108.82591917897842,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
6,False,"{'a': 0.8, 'e': 0.9277434863285529}",20,0,-123.33430529160587,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
7,False,"{'a': 0.8, 'e': 0.9139311852712282}",30,0,-183.55140810612204,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
8,False,"{'a': 0.8, 'e': 0.9003245225862656}",35,0,-124.14913918186923,"{0: 24, 1: 5, 2: 3, 3: 1, 4: 2}",0
9,False,"{'a': 0.8, 'e': 0.8869204367171575}",20,0,-33.99261870268191,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
10,False,"{'a': 0.8, 'e': 0.8737159116880344}",25,0,-111.79051458927243,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
11,False,"{'a': 0.8, 'e': 0.8607079764250578}",20,5,-89.4976364021013,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 1}",1
12,False,"{'a': 0.8, 'e': 0.8478937040879159}",20,0,-69.62505640380076,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
13,False,"{'a': 0.8, 'e': 0.835270211411272}",20,0,-108.90547597646102,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
14,False,"{'a': 0.8, 'e': 0.8228346580560184}",20,0,-35.47293139304101,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
15,False,"{'a': 0.8, 'e': 0.8105842459701871}",25,0,-50.91038701809015,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
16,False,"{'a': 0.8, 'e': 0.7985162187593771}",20,0,-85.73631084300165,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
17,False,"{'a': 0.8, 'e': 0.7866278610665535}",20,10,-53.5273615710178,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
18,False,"{'a': 0.8, 'e': 0.774916497961081}",20,0,-1.164703387712546,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
19,False,"{'a': 0.8, 'e': 0.7633794943368531}",25,0,-98.74695415189585,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
20,False,"{'a': 0.8, 'e': 0.7520142543193826}",25,0,-135.74044834638664,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
21,False,"{'a': 0.8, 'e': 0.7408182206817179}",25,0,-61.73147466754945,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
22,False,"{'a': 0.8, 'e': 0.7297888742690568}",25,0,-104.18339553201758,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
23,False,"{'a': 0.8, 'e': 0.7189237334319262}",20,0,-70.29307605284373,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
24,False,"{'a': 0.8, 'e': 0.7082203534678}",20,0,-71.93237515249885,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
25,False,"{'a': 0.8, 'e': 0.697676326071031}",35,2,-97.93084650500245,"{0: 24, 1: 4, 2: 3, 3: 0, 4: 2}",1
26,False,"{'a': 0.8, 'e': 0.6872892787909722}",30,0,-131.58456029364893,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
27,False,"{'a': 0.8, 'e': 0.6770568744981647}",20,0,-31.485416639552344,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
28,False,"{'a': 0.8, 'e': 0.6669768108584744}",20,0,-48.82694059069644,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
29,False,"{'a': 0.8, 'e': 0.6570468198150567}",30,0,-73.07083591528641,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.8, 'e': 0.6472646670780347}",25,0,-148.35783349166476,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
31,False,"{'a': 0.8, 'e': 0.6376281516217733}",30,16,-62.655422611180384,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
32,False,"{'a': 0.8, 'e': 0.6281351051896409}",30,0,-141.21309260379388,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
33,False,"{'a': 0.8, 'e': 0.6187833918061408}",20,0,-107.98085912177139,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
34,False,"{'a': 0.8, 'e': 0.6095709072963093}",25,0,-1.422614230504478,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
35,False,"{'a': 0.8, 'e': 0.6004955788122659}",20,16,9.862223343413733,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.8, 'e': 0.5915553643668151}",30,2,-100.02547637579485,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 2}",1
37,False,"{'a': 0.8, 'e': 0.5827482523739896}",20,0,-32.760919168459345,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",1
38,False,"{'a': 0.8, 'e': 0.5740722611964361}",20,0,-18.481342403482852,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
39,False,"{'a': 0.8, 'e': 0.5655254386995371}",30,13,-20.387619537847677,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
40,False,"{'a': 0.8, 'e': 0.5571058618121739}",25,4,-3.332692635436821,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
41,False,"{'a': 0.8, 'e': 0.5488116360940265}",20,8,-34.453444384939516,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
42,False,"{'a': 0.8, 'e': 0.5406408953093166}",25,0,-138.26514338742953,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
43,False,"{'a': 0.8, 'e': 0.5325918010068972}",20,8,-39.749794862518584,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
44,False,"{'a': 0.8, 'e': 0.5246625421065929}",30,0,-43.666333299279984,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
45,False,"{'a': 0.8, 'e': 0.5168513344916993}",20,0,-53.47132316249401,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
46,False,"{'a': 0.8, 'e': 0.5091564206075492}",35,15,-47.92655272042284,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",1
47,False,"{'a': 0.8, 'e': 0.5015760690660556}",20,6,-90.97400265989474,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
48,False,"{'a': 0.8, 'e': 0.4941085742561417}",25,0,-46.93772774937831,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
49,False,"{'a': 0.8, 'e': 0.4867522559599717}",25,0,1.2547578129022057,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
50,False,"{'a': 0.8, 'e': 0.4795054589748941}",25,0,-80.52367086132602,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
51,False,"{'a': 0.8, 'e': 0.4723665527410147}",25,0,-123.7847710513744,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
52,False,"{'a': 0.8, 'e': 0.4653339309743134}",20,7,-0.6526422454965575,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.8, 'e': 0.4584060113052235}",25,17,-28.37161602318902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
54,False,"{'a': 0.8, 'e': 0.4515812349225923}",20,5,-0.9088278413035198,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
55,False,"{'a': 0.8, 'e': 0.44485806622294116}",35,19,-40.76877595475472,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
56,False,"{'a': 0.8, 'e': 0.43823499246494924}",20,5,-33.00361485154576,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
57,False,"{'a': 0.8, 'e': 0.43171052342907973}",25,14,-31.67438773319808,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
58,False,"{'a': 0.8, 'e': 0.42528319108227414}",25,15,4.136992546794803,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.8, 'e': 0.418951549247639}",25,0,-26.33911035370283,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
60,False,"{'a': 0.8, 'e': 0.4127141732790497}",30,0,-27.294872253026085,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
61,False,"{'a': 0.8, 'e': 0.40656965974059917}",25,0,-77.76454127328104,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
62,False,"{'a': 0.8, 'e': 0.40051662609081884}",25,18,-3.654397274093168,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.8, 'e': 0.39455371037160114}",25,14,-2.5017553040035354,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.8, 'e': 0.38867957090175304}",25,15,7.081007394901374,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.8, 'e': 0.38289288597511206}",20,7,-38.69213501871131,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
66,False,"{'a': 0.8, 'e': 0.37719235356315695}",20,2,-29.09261168745354,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
67,False,"{'a': 0.8, 'e': 0.3715766910220457}",20,12,11.921353715099741,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.3660446348040154}",20,0,-88.66485155310194,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
69,False,"{'a': 0.8, 'e': 0.3605949401730783}",30,20,16.620349345488656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.8, 'e': 0.3552263809249515}",25,15,7.577166616339747,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.8, 'e': 0.3499377491111553}",25,9,-80.925503677862,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
72,False,"{'a': 0.8, 'e': 0.3447278547672202}",20,8,13.699205775893903,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.8, 'e': 0.3395955256449391}",30,7,-81.49588552650759,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
74,False,"{'a': 0.8, 'e': 0.3345396069486076}",20,0,2.5715818947060662,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
75,False,"{'a': 0.8, 'e': 0.3295589610751891}",25,19,0.6014899915208645,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.8, 'e': 0.32465246735834974}",30,13,-14.878923653026838,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
77,False,"{'a': 0.8, 'e': 0.31981902181630395}",20,15,7.019479639651842,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.8, 'e': 0.3150575369034133}",20,0,-14.538193833741264,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
79,False,"{'a': 0.8, 'e': 0.31036694126548503}",25,3,16.031321002804678,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.8, 'e': 0.30574617949871175}",30,11,-12.734195775756902,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
81,False,"{'a': 0.8, 'e': 0.30119421191220214}",20,5,-41.26824912351513,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
82,False,"{'a': 0.8, 'e': 0.2967100142940453}",25,12,-26.786206307764097,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.8, 'e': 0.2922925776808594}",30,10,-17.38422015241486,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
84,False,"{'a': 0.8, 'e': 0.2879409081307703}",30,16,-0.47083601631649463,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.8, 'e': 0.2836540264997704}",20,8,10.757294977067376,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.8, 'e': 0.27943096822140734}",20,8,-51.12603879982881,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
87,False,"{'a': 0.8, 'e': 0.27527078308975234}",30,0,-74.9167286631377,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
88,False,"{'a': 0.8, 'e': 0.2711725350455999}",20,5,16.615538271302416,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.8, 'e': 0.2671353019658504}",25,0,-17.205611216803028,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
90,False,"{'a': 0.8, 'e': 0.2631581754560287}",20,12,4.199341486375208,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.8, 'e': 0.25924026064589156}",20,3,28.249556016041247,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.8, 'e': 0.2553806759880777}",25,0,-95.14640491037326,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
93,False,"{'a': 0.8, 'e': 0.2515785530597565}",20,11,10.69500629309997,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.24783303636722875}",25,13,-43.60942985836888,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
95,False,"{'a': 0.8, 'e': 0.2441432831534371}",30,9,25.89448256915602,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.8, 'e': 0.24050846320834213}",35,16,-3.505175125985505,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
97,False,"{'a': 0.8, 'e': 0.23692775868212176}",20,0,-9.325477961529248,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
98,False,"{'a': 0.8, 'e': 0.23340036390115138}",25,0,14.65802480885973,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
99,False,"{'a': 0.8, 'e': 0.22992548518672384}",20,1,-25.801033013038595,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.8, 'e': 0.2265023406764688}",20,3,14.303281671355673,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 0.22313016014842982}",30,13,-11.892991066259144,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.8, 'e': 0.21980818484776174}",20,0,-22.745057165038382,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
103,False,"{'a': 0.8, 'e': 0.21653566731600707}",30,18,9.425261086790204,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.21331187122291523}",30,19,18.11125220169739,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.8, 'e': 0.21013607120076472}",20,7,19.62640915649937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.8, 'e': 0.20700755268115265}",25,13,23.506312278044444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.8, 'e': 0.20392561173421347}",30,3,34.813046686381334,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.8, 'e': 0.20088955491023208}",30,9,33.52652566483161,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.8, 'e': 0.1978986990836147}",30,23,14.199921715662612,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.8, 'e': 0.1949523712991825}",20,9,19.50757045544247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.8, 'e': 0.19204990862075413}",30,13,-71.11646746675854,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
112,False,"{'a': 0.8, 'e': 0.18919065798198204}",20,14,10.202611931192836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 0.18637397603940997}",20,7,22.832515431244026,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.8, 'e': 0.18359922902771791}",30,0,19.832245716134015,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.8, 'e': 0.1808657926171221}",30,15,6.477197189279126,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
116,False,"{'a': 0.8, 'e': 0.17817305177289844}",25,13,3.7884018723925603,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.8, 'e': 0.17552040061699686}",35,17,11.748717885447782,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 0.1729072422917164}",30,14,-25.910400350949466,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.8, 'e': 0.17033298882540943}",20,12,15.044504475130035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.8, 'e': 0.1677970610001859}",25,0,-93.98306882919623,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
121,False,"{'a': 0.8, 'e': 0.16529888822158656}",25,0,21.679494821705386,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.8, 'e': 0.16283790839019696}",20,14,10.688893681141307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.8, 'e': 0.1604135677751728}",25,12,11.17365396755477,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.8, 'e': 0.1580253208896478}",25,12,26.883612806101656,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.8, 'e': 0.15567263036799733}",20,1,0.7361201557312365,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.8, 'e': 0.15335496684492847}",30,19,18.59910854600852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.8, 'e': 0.15107180883637086}",30,8,14.2461026734615,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
128,False,"{'a': 0.8, 'e': 0.14882264262214037}",20,12,17.446546246650886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.8, 'e': 0.14660696213035015}",25,18,12.395844233722311,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.8, 'e': 0.144424268823542}",20,14,6.2998444840170515,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.8, 'e': 0.1422740715865136}",20,0,-15.7509231942148,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
132,False,"{'a': 0.8, 'e': 0.14015588661581538}",20,9,20.412977302199764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.8, 'e': 0.13806923731089282}",25,17,12.553636187193055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.8, 'e': 0.13601365416684918}",30,20,17.520611941445473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.8, 'e': 0.13398867466880499}",20,10,17.34352947483292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.8, 'e': 0.13199384318783022}",35,21,21.73046512074461,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.8, 'e': 0.1300287108784259}",20,16,7.994871786269418,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.8, 'e': 0.12809283557753204}",20,12,-20.521678277390077,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
139,False,"{'a': 0.8, 'e': 0.12618578170503877}",25,16,-10.166804597118677,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.8, 'e': 0.12430712016577938}",20,8,22.188785156798343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.8, 'e': 0.1224564282529819}",20,15,-12.577351508378271,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.8, 'e': 0.12063328955315832}",20,8,18.74054394401578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.8, 'e': 0.11883729385240965}",25,11,17.1190628594425,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.8, 'e': 0.11706803704412637}",20,10,14.72407822790464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.8, 'e': 0.11532512103806251}",20,11,10.026310540391556,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.8, 'e': 0.11360815367076377}",20,14,14.301326249798137,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.8, 'e': 0.11191674861732888}",20,11,18.975210461562533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.8, 'e': 0.11025052530448522}",30,0,12.385715071448068,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
149,False,"{'a': 0.8, 'e': 0.10860910882495801}",25,19,13.944202646130826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.8, 'e': 0.10699212985311449}",20,13,13.409730468512056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.8, 'e': 0.10539922456186433}",25,17,13.599324957063793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
