,Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,BTC_Market_Cap,Holiday,Weekend,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6,wd_7,season_1,season_2,season_3,season_4,N_tran,Diff,Block_Size,Mi_rev,Cost_tran
537,2017-06-20,2591.26,2763.45,2589.82,2721.79,1854189952.0,44643512689,0,0,0,1,0,0,0,0,0,0,0,1,0,269774.0,711697198173.0,0.986316271523,5761788.39289,22.0676230677
538,2017-06-19,2549.03,2662.85,2549.03,2589.6,1446840064.0,42470734800,0,0,1,0,0,0,0,0,0,0,0,1,0,209359.0,711697198173.0,0.9366373586210001,5066179.98396,25.0368323576
539,2017-06-18,2655.35,2662.1,2516.33,2548.29,1178659968.0,41788418974,0,1,0,0,0,0,0,0,1,0,0,1,0,236554.0,679668719409.0,0.985705317241,5461151.4595,23.936005624
540,2017-06-17,2514.01,2685.19,2484.96,2655.88,1534509952.0,43548031452,0,1,0,0,0,0,0,1,0,0,0,1,0,269937.0,678760110082.0,0.983088047297,5304593.52034,20.3210444037
541,2017-06-16,2469.57,2539.92,2385.15,2518.56,1195190016.0,41291821423,0,0,0,0,0,0,1,0,0,0,0,1,0,293141.0,678760110082.0,0.994383816993,5540766.44712,19.5629673929
542,2017-06-15,2499.58,2534.71,2212.96,2464.58,2026259968.0,40402259202,0,0,0,0,0,1,0,0,0,0,0,1,0,287644.0,678760110082.0,0.969356292857,5217092.61125,18.756154478499997
543,2017-06-14,2716.88,2786.83,2412.94,2506.37,1696560000.0,41082567339,0,0,0,0,1,0,0,0,0,0,0,1,0,291776.0,678760110082.0,0.9771479361700002,5967683.91363,21.1164230664
544,2017-06-13,2680.91,2789.04,2650.38,2717.02,1781200000.0,44530631894,0,0,0,1,0,0,0,0,0,0,0,1,0,269098.0,678760110082.0,0.967594673469,5779114.42341,22.195498465100002
545,2017-06-12,2953.22,2997.26,2518.56,2659.63,2569530112.0,43585351533,1,0,1,0,0,0,0,0,0,0,0,1,0,222892.0,678760110082.0,0.945474835616,6255384.1416,28.9831243123
546,2017-06-11,2942.41,2996.6,2840.53,2958.11,1752400000.0,48471330146,0,1,0,0,0,0,0,0,1,0,0,1,0,254993.0,678760110082.0,0.966455241135,5916952.856430001,24.029041527600004
547,2017-06-10,2828.14,2950.99,2746.55,2947.71,2018889984.0,48295501718,0,1,0,0,0,0,0,1,0,0,0,1,0,282184.0,678760110082.0,0.9735400927150001,6408509.03145,23.477525973400002
