Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,BTC_Market_Cap,Holiday,Weekend,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6,wd_7,season_1,season_2,season_3,season_4,N_tran,Diff,Block_Size,Mi_rev,Cost_tran,MA7,SO,Momentum_14,Momentum_7,Momentum_2
2013-05-08,109.6,115.78,109.6,113.57,0.0,1264049202,0,0,0,0,1,0,0,0,0,0,1,0,0,47359.0,10076292.8834,0.146846139358,469929.84124,9.922714610529999,114.7371428571644,0.6423948220064716,-10.320000000000007,-0.6500000000000057,-3.6300000000000097
2013-05-09,113.2,113.46,109.26,112.67,0.0,1254535382,1,0,0,0,0,1,0,0,0,0,1,0,0,66370.0,10076292.8834,0.177025145795,462130.57572,6.96294373542,114.83000000002154,0.8119047619047632,-14.030000000000001,-6.090000000000003,-2.569999999999993
2013-05-10,112.8,122.0,111.55,117.2,0.0,1305479080,0,0,0,0,0,0,1,0,0,0,1,0,0,67937.0,10076292.8834,0.187101461216,498374.8,7.335837614260001,115.70000000002155,0.5406698564593305,-15.999999999999986,-5.810000000000002,2.200000000000003
2013-05-11,117.7,118.68,113.01,115.24,0.0,1284207489,0,1,0,0,0,0,0,1,0,0,1,0,0,70410.0,10076292.8834,0.183977121626,512145.2,7.27375656867,116.53000000002154,0.3932980599647247,-16.739999999999995,-8.260000000000005,-2.740000000000009
2013-05-12,115.64,117.45,113.43,115.0,0.0,1281982625,0,1,0,0,0,0,0,0,1,0,1,0,0,69320.0,10076292.8834,0.17285727383000002,515468.88,7.43607732256,117.71000000002154,0.3905472636815907,-18.47999999999999,-6.989999999999995,3.5
2013-05-13,114.82,118.7,114.5,117.98,0.0,1315710011,0,0,1,0,0,0,0,0,0,0,1,0,0,62190.0,11187257.4614,0.156985081567,535813.5888,8.61575154848,118.70857142859298,0.828571428571429,-11.760000000000005,-4.019999999999996,3.760000000000005
2013-05-14,117.98,119.8,110.25,111.5,0.0,1243874488,0,0,0,1,0,0,0,0,0,0,1,0,0,63287.0,11187257.4614,0.191748002759,443751.0,7.011724366769999,119.28285714287868,0.13089005235602097,-17.5,-11.379999999999995,-7.260000000000005
2013-05-15,111.4,115.81,103.5,114.22,0.0,1274623813,0,0,0,0,1,0,0,0,0,0,1,0,0,66411.0,11187257.4614,0.202390865404,428204.10276,6.447788811490001,120.90857142859296,0.8708367181153531,-18.080000000000013,-9.670000000000002,-8.790000000000006
2013-05-16,114.22,118.76,112.2,118.76,0.0,1325726787,0,0,0,0,0,1,0,0,0,0,1,0,0,60543.0,11187257.4614,0.199357138009,423762.26368,6.99936018499,122.29000000002154,1.0,-10.040000000000006,-7.939999999999998,-4.739999999999995
2013-05-17,118.21,125.3,116.57,123.01,0.0,1373723882,0,0,0,0,0,0,1,0,0,0,1,0,0,60896.0,11187257.4614,0.17250530764199998,512027.37,8.40822664871,123.42428571430726,0.7376861397479965,-5.989999999999995,-10.189999999999984,1.0200000000000102
2013-05-18,123.5,125.25,122.3,123.5,0.0,1379574546,0,1,0,0,0,0,0,1,0,0,1,0,0,51982.0,11187257.4614,0.158997717358,459607.3143,8.84166277365,124.88000000002155,0.40677966101694973,-5.800000000000011,-8.47999999999999,1.5
2013-05-19,123.21,124.5,119.57,121.99,0.0,1363204703,0,1,0,0,0,0,0,0,1,0,1,0,0,47090.0,11187257.4614,0.137607493958,471151.04176000005,10.0053311055,126.09142857145012,0.49087221095334654,-0.30000000000001137,-11.489999999999995,-0.8900000000000006
2013-05-20,122.5,123.62,120.12,122.0,0.0,1363709900,0,0,1,0,0,0,0,0,0,0,1,0,0,50093.0,11187257.4614,0.158913011136,429152.38499,8.56711286986,127.7328571428787,0.5371428571428558,-0.21999999999999886,-7.740000000000009,-1.8900000000000006
2013-05-21,122.02,123.0,121.21,122.88,0.0,1374013440,0,0,0,1,0,0,0,0,0,0,1,0,0,54664.0,11187257.4614,0.1712911209,461457.5,8.44170752232,128.83857142859299,0.9329608938547463,1.4599999999999937,-6.1200000000000045,-3.8200000000000074
2013-05-22,122.89,124.0,122.0,123.89,0.0,1385778993,0,0,0,0,1,0,0,0,0,0,1,0,0,53981.0,11187257.4614,0.150650621897,515701.2,9.553383597929999,129.71285714287868,0.9450000000000003,2.239999999999995,-8.41000000000001,-9.309999999999988
2013-05-23,123.8,126.93,123.1,126.7,0.0,1417769833,0,0,0,0,0,1,0,0,0,0,1,0,0,54824.0,11187257.4614,0.155341089142,512482.26,9.34777214359,130.91428571430723,0.9399477806788503,8.700000000000003,-2.1000000000000085,-5.279999999999987
2013-05-24,126.3,133.85,125.72,133.2,0.0,1491070770,0,0,0,0,0,0,1,0,0,0,1,0,0,55106.0,11187257.4614,0.154722001817,537966.5,9.76239429463,131.2142857143072,0.9200492004920042,21.69999999999999,4.199999999999989,-0.28000000000000114
2013-05-25,133.1,133.22,128.9,131.98,0.0,1477958233,0,1,0,0,0,0,0,1,0,0,1,0,0,55836.0,12153411.7098,0.14843606948899998,577864.95,10.3493257038,130.61428571430721,0.7129629629629604,23.679999999999993,2.6799999999999784,2.2399999999999807
2013-05-26,131.99,136.0,130.62,133.48,0.0,1495293015,0,1,0,0,0,0,0,0,1,0,1,0,0,39879.0,12153411.7098,0.12650251684699998,543560.62555,13.630247136300001,130.23142857145007,0.5315985130111501,33.47999999999999,11.189999999999984,4.47999999999999
2013-05-27,133.5,135.46,124.7,129.74,0.0,1454029510,1,0,1,0,0,0,0,0,0,0,1,0,0,52377.0,12153411.7098,0.142933867698,576455.53959,11.005890745699999,128.63285714287863,0.4684014869888479,23.390000000000015,7.52000000000001,-2.5600000000000023
2013-05-28,129.77,130.58,125.6,129.0,0.0,1446189975,0,0,0,1,0,0,0,0,0,0,1,0,0,55138.0,12153411.7098,0.152959976667,526629.384,9.551115093039998,127.55857142859291,0.6827309236947777,20.099999999999994,7.579999999999998,0.19999999999998863
2013-05-29,129.0,132.59,127.66,132.3,0.0,1483734578,0,0,0,0,1,0,0,0,0,0,1,0,0,54919.0,12153411.7098,0.15017022405400002,552544.72494,10.061084960399999,126.47571428573576,0.941176470588237,24.150000000000006,10.650000000000006,3.3000000000000114
2013-05-30,132.25,132.25,127.0,128.8,0.0,1445053941,0,0,0,0,0,1,0,0,0,0,1,0,0,57170.0,12153411.7098,0.15776867838300002,559483.4461899999,9.786311810219999,124.95428571430719,0.342857142857145,24.80000000000001,10.800000000000011,-0.5
2013-05-31,128.8,129.9,126.4,129.0,0.0,1447870200,0,0,0,0,0,0,1,0,0,0,1,0,0,57616.0,12153411.7098,0.141768301687,598246.70256,10.383343213,123.41142857145006,0.7428571428571412,29.019999999999996,17.5,6.709999999999994
2013-06-01,128.82,129.78,127.2,129.3,0.0,1451916165,0,1,0,0,0,0,0,1,0,0,0,1,0,52390.0,12153411.7098,0.122364164603,644576.05605,12.3034177524,120.91142857145006,0.8139534883720969,29.310000000000016,21.000000000000014,7.0800000000000125
2013-06-02,129.3,129.4,115.05,122.29,0.0,1373837500,0,1,0,0,0,0,0,0,1,0,0,1,0,51011.0,12153411.7098,0.116701612286,620381.4719199999,12.1617194707,117.91142857145006,0.5045296167247391,22.78,22.290000000000006,0.8700000000000045
2013-06-03,122.5,122.5,116.0,122.22,0.0,1373708058,0,0,1,0,0,0,0,0,0,0,0,1,0,52048.0,12153411.7098,0.116384501663,632880.10548,12.159547061900001,114.72714285716435,0.9569230769230768,20.519999999999996,15.870000000000005,0.5699999999999932
2013-06-04,120.74,123.84,119.1,121.42,0.0,1365337545,0,0,0,1,0,0,0,0,0,0,0,1,0,60118.0,12153411.7098,0.127920418694,640691.07182,10.6572253205,112.4600000000215,0.4894514767932496,14.019999999999996,12.519999999999996,3.4200000000000017
2013-06-05,121.4,123.47,119.9,121.65,0.0,1368486469,0,0,0,0,1,0,0,0,0,0,0,1,0,54947.0,15605632.6813,0.12709628945499998,625490.061,11.383516133699999,110.67142857145006,0.49019607843137347,13.400000000000006,13.5,10.150000000000006
2013-06-06,121.9,123.1,117.25,118.0,0.0,1327960200,0,0,0,0,0,1,0,0,0,0,0,1,0,55918.0,15605632.6813,0.142015408934,542260.08014,9.69741550377,108.74285714287863,0.12820512820512833,7.849999999999994,14.0,9.700000000000003
2013-06-07,118.97,119.0,106.42,111.5,0.0,1255258638,0,0,0,0,0,0,1,0,0,0,0,1,0,54331.0,15605632.6813,0.154354865507,448349.21565,8.25218044303,106.74285714287863,0.40381558028616843,2.0,11.519999999999996,11.5
2013-06-08,111.0,111.42,107.3,108.3,0.0,1219717920,0,1,0,0,0,0,0,1,0,0,0,1,0,47973.0,15605632.6813,0.12644918192,457611.0,9.53892814708,105.09714285716436,0.24271844660194147,0.0,8.310000000000002,1.9500000000000028
2013-06-09,107.89,108.99,88.5,100.0,0.0,1126642500,0,1,0,0,0,0,0,0,1,0,0,1,0,46237.0,15605632.6813,0.124418801176,414659.06495,8.9681221738,103.9100000000215,0.5612493899463155,-7.599999999999994,0.4899999999999949,-8.900000000000006
2013-06-10,100.44,110.1,95.0,106.35,0.0,1198638945,1,0,1,0,0,0,0,0,0,0,0,1,0,42406.0,15605632.6813,0.103996112612,475927.22434,11.223110511199998,103.8400000000215,0.7516556291390728,3.6099999999999994,4.6499999999999915,-1.8000000000000114
2013-06-11,106.35,109.6,104.0,108.9,0.0,1227874725,0,0,0,1,0,0,0,0,0,0,0,1,0,51208.0,15605632.6813,0.124763217839,480276.0,9.37892516794,103.1757142857358,0.8750000000000019,4.950000000000003,1.5,4.900000000000006
2013-06-12,109.0,111.79,106.73,108.15,0.0,1219969853,1,0,0,0,1,0,0,0,0,0,0,1,0,46417.0,15605632.6813,0.103890504837,545461.0164300001,11.7513199136,102.96142857145007,0.2806324110671939,4.150000000000006,-0.09999999999999432,8.170000000000002
2013-06-13,108.78,110.3,100.53,104.0,0.0,1173637400,0,0,0,0,0,1,0,0,0,0,0,1,0,43302.0,15605632.6813,0.0996600580957,530067.0,12.2411666898,102.97571428573579,0.3551688843398158,2.5600000000000023,-6.150000000000006,4.010000000000005
2013-06-14,103.95,104.7,98.0,99.98,0.0,1128709292,0,0,0,0,0,0,1,0,0,0,0,1,0,48124.0,15605632.6813,0.124817715135,433800.0,9.014213282350001,103.85428571430722,0.29552238805970193,5.329999999999998,-9.519999999999996,0.46999999999999886
2013-06-15,100.0,103.7,98.0,99.99,0.0,1129245604,0,1,0,0,0,0,0,1,0,0,0,1,0,41531.0,15605632.6813,0.104579513723,452440.80126,10.8940502579,105.21428571430722,0.3491228070175428,5.0,-8.310000000000002,-1.710000000000008
2013-06-16,99.8,101.6,98.95,99.51,0.0,1124306272,0,1,0,0,0,0,0,0,1,0,0,1,0,40076.0,15605632.6813,0.0934666771302,470400.0,11.737698373099999,106.40142857145007,0.21132075471698267,2.9000000000000057,-8.08999999999999,-7.890000000000001
2013-06-17,99.9,102.21,99.0,101.7,0.0,1149418485,0,0,1,0,0,0,0,0,0,0,0,1,0,43399.0,19339258.2724,0.121433710123,390540.44085,8.998835015780001,107.55714285716435,0.8411214953271053,13.650000000000006,-1.039999999999992,-6.549999999999997
2013-06-18,101.95,111.11,101.03,107.4,0.0,1214216070,0,0,0,1,0,0,0,0,0,0,0,1,0,47025.0,19339258.2724,0.140300979353,395839.50314,8.4176396202,107.70571428573578,0.631944444444445,17.27000000000001,3.450000000000003,-2.75
2013-06-19,107.05,110.22,105.75,108.25,0.0,1224193838,0,0,0,0,1,0,0,0,0,0,0,1,0,46903.0,19339258.2724,0.163297370911,340866.435,7.26747617423,107.21285714287865,0.5592841163310963,30.72,4.25,-1.25
2013-06-20,108.25,114.3,107.5,110.15,0.0,1246104920,0,0,0,0,0,1,0,0,0,0,0,1,0,49440.0,19339258.2724,0.148688838906,415632.64,8.40680906149,106.60571428573579,0.3897058823529422,29.620000000000005,8.710000000000008,1.8500000000000085
2013-06-21,111.29,114.99,107.68,109.5,0.0,1239214238,0,0,0,0,0,0,1,0,0,0,0,1,0,52994.0,19339258.2724,0.14012800338,486180.0,9.17424614107,105.36142857145008,0.2489740082079338,41.06999999999999,14.849999999999994,1.9000000000000057
2013-06-22,109.5,109.96,107.51,108.3,0.0,1226110328,0,1,0,0,0,0,0,1,0,0,0,1,0,42571.0,19339258.2724,0.111183754233,473996.05,11.1342474924,103.2400000000215,0.322448979591835,38.019999999999996,13.310000000000002,5.560000000000002
2013-06-23,108.2,108.8,106.23,107.6,0.0,1218626490,0,1,0,0,0,0,0,0,1,0,0,1,0,40634.0,19339258.2724,0.099417144602,478116.4716,11.766414126099999,101.33857142859293,0.5330739299610872,33.03999999999999,10.989999999999995,3.6499999999999915
2013-06-24,107.9,108.33,100.98,102.74,0.0,1163935726,1,0,1,0,0,0,0,0,0,0,0,1,0,40963.0,19339258.2724,0.126782844117,368313.32832,8.99136606987,99.76857142859294,0.2394557823129241,26.22,14.689999999999998,-1.2600000000000051
2013-06-25,102.09,106.47,101.01,103.95,0.0,1178086140,0,0,0,1,0,0,0,0,0,0,0,1,0,45588.0,19339258.2724,0.132571858329,388045.8044,8.5120164166,97.67000000002149,0.5384615384615387,27.260000000000005,13.820000000000007,2.510000000000005
2013-06-26,103.33,105.49,102.79,104.0,0.0,1179105200,0,0,0,0,1,0,0,0,0,0,0,1,0,45576.0,19339258.2724,0.103714584674,497284.11095,10.9110959924,95.69571428573578,0.44814814814814774,17.239999999999995,26.47,9.349999999999994
2013-06-27,104.0,104.0,101.1,101.44,0.0,1150468023,0,0,0,0,0,1,0,0,0,0,0,1,0,46797.0,19339258.2724,0.125443223011,429970.61183,9.18799520974,91.9142857143072,0.11724137931034577,12.459999999999994,20.909999999999997,6.450000000000003
2013-06-28,101.74,101.74,92.33,94.65,0.0,1073887457,0,0,0,0,0,0,1,0,0,0,0,1,0,48324.0,19339258.2724,0.126948651813,410408.76006,8.492855725110001,88.92714285716433,0.24654622741764168,1.0600000000000023,26.22,-1.9599999999999937
2013-06-29,94.66,99.99,93.0,94.99,0.0,1078198524,0,1,0,0,0,0,0,1,0,0,0,1,0,38973.0,21335329.114,0.110869348419,388204.6905,9.96086240474,85.18142857145004,0.2846924177396275,-3.1400000000000006,24.709999999999994,6.939999999999998
2013-06-30,95.0,98.12,94.22,96.61,0.0,1096957771,0,1,0,0,0,0,0,0,1,0,0,1,0,32994.0,21335329.114,0.08874003480119999,397483.5,12.0471449354,81.65142857145004,0.6128205128205121,1.9200000000000017,22.049999999999997,6.480000000000004
2013-07-01,97.51,97.66,86.3,88.05,0.0,1000065296,0,0,1,0,0,0,0,0,0,0,0,1,0,34053.0,21335329.114,0.0984449261933,350888.28799999994,10.3041813643,78.50142857145003,0.1540492957746479,-10.350000000000009,11.530000000000001,10.519999999999996
2013-07-02,88.05,92.3,87.51,90.13,0.0,1024082228,0,0,0,1,0,0,0,0,0,0,0,1,0,43264.0,21335329.114,0.118212517659,354797.1,8.200746579139999,76.85428571430718,0.5469728601252598,-7.320000000000007,13.439999999999998,9.599999999999994
2013-07-03,90.4,90.98,76.98,77.53,0.0,881233116,0,0,0,0,1,0,0,0,0,0,0,1,0,35351.0,21335329.114,0.0863032095773,364651.2,10.315159401399999,74.9342857143072,0.039285714285714084,-20.97,-9.230000000000004,9.099999999999994
2013-07-04,78.89,83.11,72.0,80.53,0.0,915618609,1,0,0,0,0,1,0,0,0,0,0,1,0,34560.0,21335329.114,0.08747814963850001,340825.8,9.86185763889,76.25285714287863,0.7677767776777679,-10.049999999999997,-8.450000000000003,10.25
2013-07-05,79.99,80.0,65.53,68.43,0.0,778411179,1,0,0,0,0,0,1,0,0,0,0,1,0,36291.0,21335329.114,0.08877885139589999,302512.92552,8.335756124660001,77.4600000000215,0.20041465100207367,-23.739999999999995,-25.159999999999997,-6.1299999999999955
2013-07-06,68.5,75.0,66.82,70.28,0.0,799741619,0,1,0,0,0,0,0,1,0,0,0,1,0,36979.0,21335329.114,0.08477125776569999,328076.02062,8.87195491008,81.05428571430721,0.4229828850855752,-19.11,-27.849999999999994,-6.239999999999995
2013-07-07,68.75,74.56,66.62,74.56,0.0,848838979,0,1,0,0,0,0,0,0,1,0,0,1,0,28865.0,21335329.114,0.0720904804169,332859.864,11.5316079681,85.03285714287865,1.0,-16.200000000000003,-20.129999999999995,-2.1299999999999955
2013-07-08,76.5,80.0,72.6,76.52,0.0,871457940,0,0,1,0,0,0,0,0,0,0,0,1,0,36912.0,21335329.114,0.0880019639128,363432.84,9.84592652796,87.90857142859294,0.5297297297297295,-15.090000000000003,-21.88000000000001,-10.240000000000009
2013-07-09,76.0,78.3,72.52,76.69,0.0,873841849,0,0,0,1,0,0,0,0,0,0,0,1,0,41777.0,21335329.114,0.0916995670072,386219.2246,9.24478120976,91.03428571430722,0.721453287197232,-18.870000000000005,-20.760000000000005,-12.290000000000006
2013-07-10,76.72,87.0,76.2,86.76,0.0,988957719,0,0,0,0,1,0,0,0,0,0,0,1,0,39340.0,21335329.114,0.100574604949,338011.24599,8.592049974330001,94.00000000002152,0.9777777777777783,-7.75,-11.739999999999995,-6.829999999999998
2013-07-11,88.0,90.28,85.08,88.98,0.0,1014650063,0,0,0,0,0,1,0,0,0,0,0,1,0,41040.0,26162875.6826,0.0945592770974,421195.95,10.2630592105,95.67714285716438,0.7500000000000007,-7.920000000000002,-1.5999999999999943,-9.149999999999991
2013-07-12,88.98,104.0,88.17,93.59,0.0,1067634684,0,0,0,0,0,0,1,0,0,0,0,1,0,50045.0,26162875.6826,0.138466216579,406554.6,8.12378059746,95.90571428573581,0.3423878711307645,-2.4299999999999926,1.4200000000000017,-1.0999999999999943
2013-07-13,93.99,98.25,88.06,98.13,0.0,1119796120,0,1,0,0,0,0,0,1,0,0,0,1,0,40313.0,26162875.6826,0.123121293175,364781.0,9.04871877558,95.70285714287866,0.9882237487733068,4.009999999999991,8.739999999999995,-0.27000000000001023
2013-07-14,98.7,98.7,92.86,94.69,0.0,1080917760,0,1,0,0,0,0,0,0,1,0,0,1,0,34150.0,26162875.6826,0.0952460809719,389043.5,11.392196193299998,94.45428571430723,0.3133561643835612,-5.070000000000007,3.9299999999999926,-2.760000000000005
2013-07-15,93.61,101.9,93.11,98.4,0.0,1123658944,0,0,1,0,0,0,0,0,0,0,0,1,0,36738.0,26162875.6826,0.097696008738,422816.43768,11.508967218699999,93.89285714287864,0.6018202502844144,-2.799999999999997,6.790000000000006,-0.09999999999999432
2013-07-16,98.89,99.86,96.14,97.45,0.0,1113217032,0,0,0,1,0,0,0,0,0,0,0,1,0,38784.0,26162875.6826,0.103534861309,401039.34,10.3403295173,92.92285714287866,0.35215053763440934,-10.539999999999992,1.8900000000000006,6.8700000000000045
2013-07-17,96.71,99.97,96.18,98.5,0.0,1125658000,0,0,0,0,1,0,0,0,0,0,0,1,0,39565.0,26162875.6826,0.101769492471,417156.26,10.5435677998,92.65285714287863,0.6121372031662264,-7.590000000000003,3.989999999999995,6.329999999999998
2013-07-18,98.5,98.8,86.2,90.58,0.0,1035512825,0,0,0,0,0,1,0,0,0,0,0,1,0,41257.0,26162875.6826,0.105887601542,391160.84327,9.48107819934,92.08285714287864,0.34761904761904744,-13.420000000000002,-6.320000000000007,1.1899999999999977
2013-07-19,90.07,95.2,87.8,92.17,0.0,1054083771,0,0,0,0,0,0,1,0,0,0,0,1,0,38020.0,26162875.6826,0.0957881995207,397743.27156,10.4614221873,92.98571428573577,0.5905405405405407,-12.329999999999998,-3.8499999999999943,1.4099999999999966
2013-07-20,92.0,93.1,89.27,89.39,0.0,1022707665,0,1,0,0,0,0,0,1,0,0,0,1,0,33626.0,26162875.6826,0.07695189899299999,431456.74,12.831045619500001,93.53571428573578,0.031331592689296243,-14.61,-4.730000000000004,-2.219999999999999
2013-07-21,89.82,91.95,88.0,90.76,0.0,1038798980,0,1,0,0,0,0,0,0,1,0,0,1,0,36884.0,26162875.6826,0.08554430741530003,435894.89099,11.817994008,94.21142857145006,0.6987341772151907,-14.379999999999995,-9.0,-4.799999999999997
2013-07-22,92.0,92.0,90.08,91.61,0.0,1048939081,0,0,1,0,0,0,0,0,0,0,0,1,0,37257.0,31256960.7278,0.08899939854939999,414973.548,11.1381364039,95.49714285716435,0.7968749999999999,-14.61,-9.590000000000003,-2.9000000000000057
2013-07-23,91.6,96.82,91.6,95.56,0.0,1094484058,0,0,0,1,0,0,0,0,0,0,0,1,0,39644.0,31256960.7278,0.121219437698,348767.776,8.79749207951,96.86714285716435,0.7586206896551742,-11.189999999999998,-12.429999999999993,-1.3400000000000034
2013-07-24,95.56,95.99,93.0,94.51,0.0,1082848325,1,0,0,0,1,0,0,0,0,0,0,1,0,39963.0,31256960.7278,0.115515962824,363439.0512,9.09438858945,98.64285714287863,0.5050167224080293,-12.239999999999995,-11.579999999999998,-1.509999999999991
2013-07-25,94.5,97.33,93.87,96.9,0.0,1110587858,0,0,0,0,0,1,0,0,0,0,0,1,0,42304.0,31256960.7278,0.13877481613700002,332755.8,7.86582356278,100.29714285716435,0.875722543352603,-6.099999999999994,-7.099999999999994,2.780000000000001
2013-07-26,96.95,97.47,96.0,96.02,0.0,1100902800,0,0,0,0,0,0,1,0,0,0,0,1,0,41428.0,31256960.7278,0.105780285396,431077.322,10.4054581925,101.31142857145007,0.013605442176868052,-6.780000000000001,-8.480000000000004,-3.740000000000009
2013-07-27,96.02,97.0,93.0,94.12,0.0,1079491697,0,1,0,0,0,0,0,1,0,0,0,1,0,35987.0,31256960.7278,0.0957575711337,395575.15455,10.992168131500001,102.52285714287864,0.28000000000000114,-8.879999999999995,-9.879999999999995,-7.079999999999998
2013-07-28,94.4,100.58,94.0,99.76,0.0,1144602838,0,1,0,0,0,0,0,0,1,0,0,1,0,33111.0,31256960.7278,0.08366679067669999,439956.04444,13.2873076754,103.93428571430721,0.8753799392097275,-5.239999999999995,-5.3799999999999955,-8.22999999999999
2013-07-29,98.6,102.5,98.46,101.2,0.0,1161619140,0,0,1,0,0,0,0,0,0,0,0,1,0,44260.0,31256960.7278,0.120026513755,422355.6436,9.54260378671,104.70285714287864,0.6782178217821794,-5.439999999999998,-5.019999999999996,-4.890000000000001
2013-07-30,101.49,107.99,100.47,107.99,0.0,1240092366,0,0,0,1,0,0,0,0,0,0,0,1,0,39998.0,31256960.7278,0.0937530517578,475057.70676,11.877036520799999,105.42000000002149,1.0,-1.0100000000000051,1.2399999999999949,3.989999999999995
2013-07-31,107.95,111.34,103.88,106.09,0.0,1218777834,0,0,0,0,1,0,0,0,0,0,0,1,0,51919.0,31256960.7278,0.121260767606,526876.861,10.1480548739,105.24285714287863,0.29624664879356644,-6.469999999999999,-0.6599999999999966,1.5900000000000034
2013-08-01,106.21,108.0,103.01,104.0,0.0,1195225200,0,0,0,0,0,1,0,0,0,0,0,1,0,45823.0,31256960.7278,0.110432702142,485108.64,10.5865753006,105.33714285716435,0.19839679358717352,-5.989999999999995,1.0,0.0
2013-08-02,104.86,108.0,101.21,104.5,0.0,1201487185,0,0,0,0,0,0,1,0,0,0,0,1,0,53174.0,31256960.7278,0.122306959253,505450.5,9.50559483958,105.1942857143072,0.4845360824742273,-4.489999999999995,1.7000000000000028,-0.6400000000000006
2013-08-03,104.5,105.78,102.0,104.0,0.0,1196226508,0,1,0,0,0,0,0,1,0,0,0,1,0,49065.0,37392766.1365,0.117874475831,467411.44503,9.52637205809,104.95142857145005,0.529100529100529,-9.5,1.0,-2.219999999999999
2013-08-04,104.95,105.95,103.52,105.14,0.0,1209797378,0,1,0,0,0,0,0,0,1,0,0,1,0,44605.0,37392766.1365,0.116464955068,450833.45913,10.1072404244,104.80857142859291,0.6666666666666666,-8.36,0.14000000000000057,-1.6099999999999994
2013-08-05,105.12,107.77,105.0,106.22,0.0,1222677176,0,0,1,0,0,0,0,0,0,0,0,1,0,47903.0,37392766.1365,0.107996582985,513592.8,10.7215163977,104.78857142859292,0.4404332129963901,-12.780000000000001,-0.4200000000000017,-0.5300000000000011
2013-08-06,106.72,107.38,105.56,106.75,0.0,1229098150,0,0,0,1,0,0,0,0,0,0,0,1,0,52260.0,37392766.1365,0.118079881819,509301.2117,9.74552643896,104.8485714285929,0.6538461538461551,-14.459999999999994,-2.25,3.75
2013-08-08,106.75,106.75,101.26,103.0,0.0,1187105900,0,0,0,0,0,1,0,0,0,0,0,1,0,57036.0,37392766.1365,0.119592709116,519588.1,9.10982712673,106.00000000002149,0.31693989071038187,-18.150000000000006,-6.989999999999995,0.0
2013-08-09,103.07,105.75,101.93,102.8,0.0,1185307130,0,0,0,0,0,0,1,0,0,0,0,1,0,53241.0,37392766.1365,0.107874237574,536563.5,10.0780131853,106.99857142859291,0.22774869109947432,-15.700000000000003,-6.189999999999998,-2.200000000000003
